Column1,place_name,id_review,caption,relative_date,emotion,subject,rating,username,url_user,url_source
71137,西羅殿牛肉湯,ChdDSUhNMG9nS0VJQ0FnSURVaV9LTTJBRRAB,好吃實在，老闆很熱情的介紹更是加分！,2 年前,正面,食物,5,-,https://www.google.com/maps/contrib/102035897305062381321/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=8387396375659946375
77747,邱家小卷米粉,ChZDSUhNMG9nS0VJQ0FnSURBMC0tX0x3EAE,味道ok,3 年前,正面,食物,3,! YO,https://www.google.com/maps/contrib/107305432884146445920/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=10680033776338744119
48172,永記虱目魚丸,ChZDSUhNMG9nS0VJQ0FnSUNpZ0l5SktREAE,好吃 台南口味推薦 人有點多 要提早來！,1 年前,正面,食物,4,#KV (KV),https://www.google.com/maps/contrib/106879322096875825111/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4554147371860831669
23514,台南蔡虱目魚專賣店,ChZDSUhNMG9nS0VJQ0FnSUM0cVl1OVdREAE,煎蛋也很好吃喔！,2 年前,正面,食物,4,*ジュン*,https://www.google.com/maps/contrib/103543833346449590280/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2928269917123627414
23513,台南蔡虱目魚專賣店,ChZDSUhNMG9nS0VJQ0FnSUM0cVl1OVdREAE,"東西又好吃  煎魚腸便宜量又多,CP值很高啊！",2 年前,正面,食物,4,*ジュン*,https://www.google.com/maps/contrib/103543833346449590280/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2928269917123627414
3294,The Sober Foodie 食上主義餐酒館,ChdDSUhNMG9nS0VJQ0FnSUNnMkszdWhBRRAB,很多道菜果真每一道都超好吃！,3 年前,正面,食物,5,*ジュン*,https://www.google.com/maps/contrib/103543833346449590280/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2928269917123627414
48675,永記虱目魚丸,ChdDSUhNMG9nS0VJQ0FnSUNBMHJLWDNBRRAB,好吃,3 年前,正面,食物,4,",,",https://www.google.com/maps/contrib/104726996535369347161/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4554147371860831669
53572,牛肉の場牛肉湯,ChZDSUhNMG9nS0VJQ0FnSUNvOWI2TVB3EAE,牛肉湯超好喝 牛肉也超好吃又不柴 老闆很親切 下次到台南還會再來,2 年前,正面,食物,5,",蓁",https://www.google.com/maps/contrib/114773553473418263817/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=564241710574152891
61554,義豐冬瓜茶,ChZDSUhNMG9nS0VJQ0FnSURBamNHU1V3EAE,好喝的冬瓜茶，加點料更美味,5 年前,正面,食物,4,、蕃茄醬‖.*。,https://www.google.com/maps/contrib/118152992875853201578/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=384191162129070698
95917,饗食天堂 台南店,ChZDSUhNMG9nS0VJQ0FnSURjM00zek13EAE,好吃到撐 ,1 年前,正面,食物,5,. twctyw,https://www.google.com/maps/contrib/112074800734541557095/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17078358752954324711
16954,八寶彬圓仔惠,ChdDSUhNMG9nS0VJQ0FnSUNBemRXNjh3RRAB,糖水也完全不會膩口！,4 年前,正面,食物,5,。。,https://www.google.com/maps/contrib/117882784034548871971/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=6395193438007342432
16953,八寶彬圓仔惠,ChdDSUhNMG9nS0VJQ0FnSUNBemRXNjh3RRAB,我們吃過覺得圓仔真的讓人驚艷！,4 年前,正面,食物,5,。。,https://www.google.com/maps/contrib/117882784034548871971/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=6395193438007342432
71503,西羅殿牛肉湯,ChZDSUhNMG9nS0VJQ0FnSURneHZfQktnEAE,非常好吃～,5 年前,正面,食物,5,/ L,https://www.google.com/maps/contrib/101065654762842225830/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=8387396375659946375
49782,泉成點心店,ChZDSUhNMG9nS0VJQ0FnSURneHJfOVZREAE,炸魚很嫩,5 年前,正面,食物,5,/ L,https://www.google.com/maps/contrib/101065654762842225830/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=16753377685690227957
61610,義豐冬瓜茶,ChZDSUhNMG9nS0VJQ0FnSURncHRqTUhREAE,好喝，不會太甜膩。,5 年前,正面,食物,5,/ L,https://www.google.com/maps/contrib/101065654762842225830/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=384191162129070698
