place_name,id_review,caption,language_select,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source
官記臭豆腐,ChdDSUhNMG9nS0VJQ0FnSUNLMG9QZGx3RRAB,這裡的臭豆腐真的好好吃！ 炸臭豆腐香氣自然，外酥內嫩，值得品嚐。 另一樣臭豆腐煲，湯底清甜，第一次的體驗。 豆鼓蒸虱目魚頭及炒花枝也超推！,Chinese,9 個月前,2022-01-04 15:15:31.400326,5.0,新純香茶行,0,0,https://www.google.com/maps/contrib/108408987293128505483/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChZDSUhNMG9nS0VJQ0FnSURhb0lTYWRREAE,推烤臭豆腐（需20分鐘），醬汁一絕 大推臭豆腐火鍋（葷、素接有） 此外還有炸臭豆腐，蒸臭豆腐，…等。  小菜推炸花枝、烤雞翅、炒高麗菜,Chinese,4 個月前,2022-01-04 15:15:31.401329,5.0,李孟達,0,0,https://www.google.com/maps/contrib/102616904232924732754/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChZDSUhNMG9nS0VJQ0FnSUNpaXRySWNBEAE,20191227捉妖記 深夜至台南，安行李，慣捉妖，乃使姑狗鏡照之，忽現臭豆腐妖精，自稱為官，誘民日日貢銀，方五十載，紅點導之，疾行800里而獲，見青面獠牙，臭味十足，泡菜沾醬在側助紂為虐，百姓抗之無法。 哈哈！此妖戰力十足，實難招架也。嚐使竹筷雙劍，挾豆腐，擄泡菜，裹沾醬，瞬間入腹，勝之，暢快無比。方收一妖，又聞有餘，探之，果再現，傾刻盡獻五臟，三紙祭之。臭妖既伏，神暢氣舒，明月清風相伴，返宿安寢，人間復太平，日臻美好！,Chinese,1 年前,2022-01-04 15:15:31.401329,5.0,劉子萑,0,0,https://www.google.com/maps/contrib/100612162354766031129/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChZDSUhNMG9nS0VJQ0FnSUN5dmN1bmFREAE,在地的台南老店，一樣令人懷念的好味道，如果沒有點其他東西我每次來都是固定點臭豆腐與綜合湯。,Chinese,10 個月前,2022-01-04 15:15:31.402324,5.0,葉子,0,0,https://www.google.com/maps/contrib/108424049215129108005/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChdDSUhNMG9nS0VJQ0FnSUQ2NzYtUzBRRRAB,沒吃過比官記更好吃的臭豆腐了！ 完勝所有畢生吃過的臭豆腐！ 臺南人太幸福了 能在台南美食鏈中生存超過20個年頭 想必有別人沒有的美味 值得再來呢！會想念的臭❤️  酥炸臭豆腐 外酥內軟 麻辣臭豆腐 湯頭很讚 平價美食 😋,Chinese,2 個月前,2022-01-04 15:15:31.402324,5.0,鈺婷,0,0,https://www.google.com/maps/contrib/117409980410898229078/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChZDSUhNMG9nS0VJQ0FnSUQ2bm83WFBnEAE,炸臭豆腐很好吃，又有冷氣可以吹！ 下次再留肚子來嘗試其他餐點（讚）,Chinese,3 個月前,2022-01-04 15:15:31.402324,5.0,鄧小靜,0,0,https://www.google.com/maps/contrib/117513040641914556702/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChZDSUhNMG9nS0VJQ0FnSUQ2dXNUS2NREAE,外帶蔥爆牛肉，肉的口感超級怪，像組合肉，牛肉條一夾就散，也沒有蔥，吃過最差的蔥爆牛肉,Chinese,3 個月前,2022-01-04 15:15:31.403323,1.0,Jimmy Lin,0,0,https://www.google.com/maps/contrib/116732288701145529700/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChZDSUhNMG9nS0VJQ0FnSUNpOUlfU1J3EAE,臭豆腐還不錯啊，一份50。 可以來試試看，機車算蠻好停的。,Chinese,1 年前,2022-01-04 15:15:31.403323,4.0,大牛日常Bigcow,0,0,https://www.google.com/maps/contrib/109421603307329400834/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChdDSUhNMG9nS0VJQ0FnSUNBaTdDV2t3RRAB,方便好停車，但價位有點偏高味道也很普通，出菜速度緩慢順序也很奇怪，上了兩三道菜白飯還沒來，態度也沒有很少，最後結帳時還顧著跟熟客聊天，讓我覺得很奇怪的是他的蔥爆豆腐，讓我覺得還可以的只有他的米血，雖然味道還是偏淡。 因為落差太大，所以只拍幾道而已,Chinese,3 年前,2022-01-04 15:15:31.404327,2.0,chin ting yeh,0,0,https://www.google.com/maps/contrib/104335179031608094976/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
官記臭豆腐,ChRDSUhNMG9nS0VJQ0FnSURhcnRSSxAB,烤臭豆腐吃起來苦苦的，吃進嘴巴還有點麻麻的感覺，看不少人推薦，還買了兩份，結果一份都難吃完，倒是炸龍珠還不錯,Chinese,4 個月前,2022-01-04 15:15:31.404327,3.0,方冠雅,0,0,https://www.google.com/maps/contrib/101287453389205025297/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=461624691525689870
