place_name,id_review,caption,language_select,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source
永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSUNtM0wyOHBnRRAB,只有燒肉、雞腿、控肉三種選項，燒肉飯有兩大片燒肉+薑片+筍絲+滿滿的白飯還有一碗沙拉，雞腿控肉的份量也都很足夠，一碗70元實在是便宜又划算，逛永樂市場可以順路來吃看看,Chinese,1 週前,2022-01-03 21:35:00.782920,5.0,pa pi,0,0,https://www.google.com/maps/contrib/114677506622090389742/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSUNHcXItN3RRRRAB,11點多就來用餐，早點來可避開用餐人潮，舒適悠哉用餐。 現已開放內用，點一份「招牌燒肉飯」70元，至隔壁用餐區等候，喜歡他家的生菜沙拉（不是單一高麗菜），高麗菜刨得很細，菜好清甜清脆，有蛋火腿片小黃瓜片，增添生菜沙拉豐富口感，個人覺得這份生菜沙拉CP值頗高。味增湯還不錯喝。燒肉飯醬汁覺得甜了點，肉質蠻濕潤，但肉片微硬了些。現物價高漲，肉類漲得不像，燒肉配菜份量仍給得非常有誠意，重點很新鮮，價格非常平易近人，店家真的是佛心來著。,Chinese,2 個月前,2022-01-03 21:35:00.783947,4.0,食客美食養成記,0,0,https://www.google.com/maps/contrib/113587367086285053345/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSUQ2Z3FYUmd3RRAB,懷舊的美味，永樂燒肉飯，一直以來保持中規中舉的老味道，一樣的標準配菜（主餐+沙拉+味噌湯），簡單但吃著回憶偶爾吃一下也是不錯的，疫情期間少了內用，所以外帶不用等太久，但假日遊客一多還是要等一下下，但比起疫情前已算快了，台南人的老口味，遊客喜歡的滋味。,Chinese,3 個月前,2022-01-03 21:35:00.783947,4.0,拿鐵不加糖Kny,0,0,https://www.google.com/maps/contrib/101397824978939995258/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSUNtZ2Izd1l3EAE,燒肉飯蠻香的。 搭配沙拉清爽～ 一頓飯有肉有菜有湯～,Chinese,3 天前,2022-01-03 21:35:00.784924,4.0,Eden C,0,0,https://www.google.com/maps/contrib/117211403581863671252/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSUNhXy1pdUtREAE,燒肉需要斷筋，有點咬不爛的口感，口味偏甜，配薑與筍乾是非常提味，一份便當只賣70元，真的是便宜！  但是在美食氾濫的台南，不值得排隊等候,Chinese,4 個月前,2022-01-03 21:35:00.784924,3.0,蛋頭哥,0,0,https://www.google.com/maps/contrib/116979028738642702049/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSUQ2dlBXaFBBEAE,控肉飯跟燒肉飯味道都普普，有附沙拉蠻特別的。,Chinese,3 個月前,2022-01-03 21:35:00.785947,3.0,Angus Hsiao,0,0,https://www.google.com/maps/contrib/108591501413814401593/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSURHb2VDV19nRRAB,阿就還好，略便宜，有湯跟台式沙拉，吃粗飽也不貴，但就沒好吃,Chinese,1 個月前,2022-01-03 21:35:00.785947,2.0,Tim,0,0,https://www.google.com/maps/contrib/108405187072650913041/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSUNtd3FpVXJ3RRAB,從小吃到大的老店，燒肉很香，我會去薑去筍不要湯，把沙拉鋪在飯上，再把美乃滋蓋上去，還不錯吃,Chinese,1 週前,2022-01-03 21:35:00.785947,4.0,杜胤誠,0,0,https://www.google.com/maps/contrib/105080770249522269989/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSURxXzVXbGxBRRAB,外帶燒肉飯，吃到剩三分之一才讓我發現一根謎樣的毛，可以為我解惑是哪一部分的毛嗎？整個心情大受影響了。,Chinese,5 個月前,2022-01-03 21:35:00.786947,1.0,JuiEn Tsai,0,0,https://www.google.com/maps/contrib/115366207621431321599/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSUR5MnRicU5nEAE,位在國華街最尾端的一間便當店，座落於轉角處，環境就像一般的小吃攤，夏天去可能會滿熱的因為沒有冷氣。 點了經典的燒肉飯，只要$70，還有附餐的沙拉及一碗味增湯，真的是CP值非常高！ 燒肉飯：裡面的薑吃起來像外面海苔壽司捲的薑，筍絲則滷得非常入味！至於燒肉的部分，各人覺得味道不錯，但肉質有點柴，可是以這樣的價錢算是非常划算了！ 沙拉：算是蠻大碗的，會附上一包千島醬，吃起來沒有什麼太特別。 味增湯：湯頭滿濃郁的，裡面只有豆腐。 總體而言我覺得可以去試吃，但份量感蠻夠的，以這樣的價錢真的是很划算！,Chinese,9 個月前,2022-01-03 21:35:00.786947,4.0,Hao Hao,0,0,https://www.google.com/maps/contrib/104208849461891308719/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
