place_name,id_review,caption,language_select,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUNHOE9LWWdBRRAB,點了一杯大杯-冬瓜愛玉檸檬-40💰 冬瓜味道很淡， 冬瓜味道能喝到如此淡的也是不容易， 檸檬味也幾乎不見蹤影， 整杯喝起來就是淡！ 店家服務態度是好的， 門口有一鍋再熬煮冬瓜，很香。,Chinese,2 個月前,2022-01-04 00:45:27.363652,2.0,Universe,0,0,https://www.google.com/maps/contrib/114064228065900940743/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSUNHMXBDVkhnEAE,計程車🚕司機大哥推薦的，不錯喝冬瓜茶，但店員扣分,Chinese,2 個月前,2022-01-04 00:45:27.364649,3.0,Wei Emily,0,0,https://www.google.com/maps/contrib/107477721018868748859/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSUM2dy1IbFJnEAE,冬瓜味不濃，檸檬汁足夠，可調冰塊（溫馨）😂,Chinese,3 個月前,2022-01-04 00:45:27.364649,3.0,張凱富,0,0,https://www.google.com/maps/contrib/102622600632167376970/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUNxbFBfYl9nRRAB,雖然冬瓜茶薄了一點加檸檬也才25元，現場大灶熬煮!我就喜歡這種莊稼調調。,Chinese,7 個月前,2022-01-04 00:45:27.364649,4.0,蔡榮基,0,0,https://www.google.com/maps/contrib/112405453239087624954/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUM2eTkyVTBnRRAB,矮仔成對面的冬瓜專賣店，門口就有燉煮的大鍋，喝了冬瓜茶加山粉圓，冬瓜香氣濃郁，有淡淡的煙燻味，山粉圓綜合了冬瓜的甜，十分好喝,Chinese,3 個月前,2022-01-04 00:45:27.365660,5.0,Alice Chen,0,0,https://www.google.com/maps/contrib/101247238509174039412/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSURTNFkyVUpnEAE,扣一顆星是因為粉條不好吃 像米苔目那種 冬瓜茶是用白糖加冬瓜快熬成的 他就放在門口熬 路過小心別燙到了哦~,Chinese,11 個月前,2022-01-04 00:45:27.365660,4.0,林聖桓,0,0,https://www.google.com/maps/contrib/113502693969327181424/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUQ2azVhMGhBRRAB,好喝  純，濃，香甜的味道。  Cp🌈值高。  價格合理。  料多  容量大😁實在的好滋味。  推！,Chinese,2 個月前,2022-01-04 00:45:27.366671,4.0,郭老師,0,0,https://www.google.com/maps/contrib/102512231713400863296/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUNpNkpHUTlnRRAB,物美價廉，冬瓜味道清爽不膩，冬瓜金桔冬瓜鮮奶都好好喝（牛奶是用福樂的😄😄開心,Chinese,1 年前,2022-01-04 00:45:27.366671,4.0,何婉嘉,0,0,https://www.google.com/maps/contrib/117895541647157253263/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSUM2enJfYkpnEAE,請小孩幫忙我覺得沒問題，但是小朋友沒戴口罩真的蠻不妥的(還一直說話)，勺個冬瓜，量杯不小心掉到冬瓜桶裡，直接把手伸進去冬瓜桶把量杯拿起來 衛生真的有待加強,Chinese,3 個月前,2022-01-04 00:45:27.366671,1.0,Yun Pan,0,0,https://www.google.com/maps/contrib/111249265442503271005/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUNTOElUdl9nRRAB,沒有喝過這麼詭異的冬瓜檸檬，口感詭異，冬瓜跟檸檬的味道居然是分開的，實際泡出來一看，不曉得為什麼檸檬變成蛋花的樣子....喝一口之後再也不敢了... 而且在舀冬瓜茶的時候還滴了一點冬瓜檸檬下去，這樣整鍋不都...不會二訪,Chinese,1 年前,2022-01-04 00:45:27.367671,1.0,JERRY shu,0,0,https://www.google.com/maps/contrib/105367963938022891296/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSUQ2Mk5fWFNREAE,很解渴，因為本身沒喝很甜，所以又自己加了水稀釋，夏天喝很舒服 但冬瓜茶味道不算濃,Chinese,3 個月前,2022-01-04 00:45:30.554480,4.0,Nina Chang,0,0,https://www.google.com/maps/contrib/115886834453455957408/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSUMwaS1fUU1REAE,要去對面吃蝦仁飯的路上順路買一杯，好喝冬瓜茶！,Chinese,2 年前,2022-01-04 00:45:30.555466,3.0,陳宜慶,0,0,https://www.google.com/maps/contrib/118298932796107773874/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChdDSUhNMG9nS0VJQ0FnSUNHbnJqdTF3RRAB,傳統製作的冬瓜熬煮，感覺沒有添加香料色素,Chinese,2 個月前,2022-01-04 00:45:30.555466,5.0,T CT,0,0,https://www.google.com/maps/contrib/101687790386796785260/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
冬瓜寶冬瓜茶冷飲專賣店,ChZDSUhNMG9nS0VJQ0FnSUN5OWUyREtBEAE,杏仁茶粉泡的吧，好難喝 店員要理不理的,Chinese,10 個月前,2022-01-04 00:45:30.556464,1.0,Yang Kael (棉花糖),0,0,https://www.google.com/maps/contrib/103281025174504938238/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=4485031190234671674
