place_name,id_review,caption,language_select,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source
長春健康素食中華店,ChZDSUhNMG9nS0VJQ0FnSUNHeE0zMFR3EAE,我最愛的素食餐廳 有時一天會有兩餐 在這消費😁  最近吃素，吃出心得了,Chinese,2 個月前,2022-01-04 14:27:05.275160,5.0,Giovany Marco,0,0,https://www.google.com/maps/contrib/114682763576660289491/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChdDSUhNMG9nS0VJQ0FnSURHOE9fdG5nRRAB,多樣豐富的菜樣選擇，有五榖飯和白飯與甜湯，吃素的好餐廳,Chinese,1 個月前,2022-01-04 14:27:05.276168,4.0,Jerry lou,0,0,https://www.google.com/maps/contrib/109376564861436733258/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChZDSUhNMG9nS0VJQ0FnSURhZ3RQQWZnEAE,評論看到不少篇說這家秤重很貴( 27元/100 克）。 但因非會員+10元即可飯吃到飽。（白飯，什榖米飯，地瓜粥），對於食量大的我無疑是一大誘惑。所以帶著試看看的心情前來吃，夾菜時亦步亦趨，唯恐秤重爆表。盡量夾乾燥菜，少量，第一次秤重 36， 再夾，秤重45，再夾，秤重51，達標 （最低消費需 50元），內用非會員 +10元 飯吃到飽。故結帳 61元。如附圖。 這次我什榖飯共吃 5碗。（每碗都如附圖滿凸）。（什榖飯旁有免費的香椒油，淋在飯上，吃起來很香微辣，很好吃）。 算一算價值，61元可吃到 3 滿格菜，5 碗什榖飯。 我覺得 超值，太便宜了。反而想 老闆會不會被我吃垮了？,Chinese,4 個月前,2022-01-04 14:27:05.276168,5.0,林證,0,0,https://www.google.com/maps/contrib/113134248294918541822/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChZDSUhNMG9nS0VJQ0FnSUNxM2RyQlhBEAE,疫情到現在禁止內用，但櫃檯一個人結帳，還要應付客人問東問西，我去包便當，還要等結帳的女生忙完那個很多毛問題的客人，才能幫我結帳，請問其他員工呢？放假？放那麼多？經常在放假，人手不足，老闆是瞎了眼沒看到嗎？,Chinese,6 個月前,2022-01-04 14:27:05.277164,2.0,Sky Chung,0,0,https://www.google.com/maps/contrib/114593249732552798892/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChdDSUhNMG9nS0VJQ0FnSUNtZ2VMM2tnRRAB,菜色新鮮，料理美味，樣式多元，口味清淡健康，是素食者的好選擇。,Chinese,4 天前,2022-01-04 14:27:05.277164,4.0,傳統整復所堅固力,0,0,https://www.google.com/maps/contrib/104369925199356957757/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChZDSUhNMG9nS0VJQ0FnSUNHbFAyZUJREAE,雖然貴了一點但菜色多好吃常光顧，但今日傍晚光顧，很多菜還在推車上，因此很多人擠在推車處夾菜，結帳請內場出來擺菜，擺菜的小姐全都用摔的！！蹦！蹦蹦！每道菜都用摔的！現場一片寂靜應該有嚇到吧，收湯匙也用摔的!推車推回去還蹦很大一聲，感覺很差!!就算心情不好顧客也不用看你臉色吧！,Chinese,2 個月前,2022-01-04 14:27:05.278160,3.0,米艾莉,0,0,https://www.google.com/maps/contrib/111213674577341279326/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChZDSUhNMG9nS0VJQ0FnSUNNaDRicGVnEAE,菜色精緻多樣可選擇，內用加十元可以白飯紫米飯、湯、甜湯吃喝到飽，用餐環境明亮舒適，菜夾乾淨衛生，除了價格稍高一些，每次吃必破百之外，沒什麼可以挑剔的。,Chinese,1 年前,2022-01-04 14:27:05.278160,4.0,沈珍安,0,0,https://www.google.com/maps/contrib/111364911837920895545/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChZDSUhNMG9nS0VJQ0FnSUM2NjYzb2NBEAE,好吃，多樣，每道菜都煮得很可口，連五穀飯都煮得Q彈軟硬適中，唯一美中不足就是偏貴、偏油，還有常會遇到不守規矩的大媽，讓人擔心衛生，畢竟是自助餐😓。,Chinese,3 個月前,2022-01-04 14:27:05.279160,5.0,J Chen,0,0,https://www.google.com/maps/contrib/108839958559720268932/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChdDSUhNMG9nS0VJQ0FnSUQ2NWRuWHZBRRAB,在都市繁忙 的工作日常 可以 駐足 飽餐的地方。 餐色種類多，環境乾淨。 吃完再接再勵 ，上 。😉,Chinese,2 個月前,2022-01-04 14:27:05.279160,5.0,楊蓉,0,0,https://www.google.com/maps/contrib/102193194167761811903/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
長春健康素食中華店,ChdDSUhNMG9nS0VJQ0FnSUNDd1k2NHNBRRAB,環境整潔 服務態度優良 食物口味多樣化且美味,Chinese,1 年前,2022-01-04 14:27:05.279160,5.0,Alison lan,0,0,https://www.google.com/maps/contrib/106463708541006325425/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2767421797504016061
