place_name,id_review,caption,language_select,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSUNHdjV1MjlnRRAB,環境乾淨舒適，店員很親切～ 三個人開兩鍋點兩個套餐加一盤肉，一個人大概270$ 價錢算合理，吃的蠻飽的☺️ 麻辣鴨血三塊，很好吃很入味～不會很辣！ 鈣骨湯我個人喝起來蠻像是四神湯的味道，在還沒放料先試一口非常好喝❤️‍🔥❤️‍🔥而且有一大塊肉可以啃 廁所在二樓也很乾淨哦～ 整體消費非常滿意 只是位置不多，當時晚餐時間等了快一個小時，但能吃到好吃的火鍋很值得,Chinese,1 個月前,2022-01-04 23:35:31.691776,5.0,姜庭,0,0,https://www.google.com/maps/contrib/104661627696298093712/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSUNtbHN5RV9BRRAB,好吃ㄋㄟˉ。店員服務不錯，環境乾淨，鍋好吃,Chinese,1 週前,2022-01-04 23:35:31.691776,5.0,Jessica Chang,0,0,https://www.google.com/maps/contrib/109764438611712255699/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChZDSUhNMG9nS0VJQ0FnSUNHMy1PcVl3EAE,是湯頭很不錯的火鍋 肉量也不會太少可以吃飽 白鍋有很大的大骨放在鍋中 很有特色👍🏻 麻辣火鍋的湯頭也很溫潤 也可以共鍋點餐 空間明亮乾淨舒適 廁所在二樓也很乾淨 但是人潮絡繹不絕 建議事先訂位 附近有機車停車格 汽車比較不好停,Chinese,1 個月前,2022-01-04 23:35:31.691776,5.0,chiouchi su,0,0,https://www.google.com/maps/contrib/106558108609496724533/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSURLMkpiTV9BRRAB,密密一鍋位於台南孔廟附近，是一間不仔細看就可能會錯過的火鍋店，主打麻辣鍋與鈣骨鍋兩種湯頭(其實還有酸菜白肉鍋拉xd)，對於有選擇障礙的我來說，非常加分。﻿  講到火鍋，主角絕對是湯頭，密密一鍋的湯底用時間堆疊出來，不管是白鍋、紅鍋就是兩個字：順拉～  重點是菜盤幾乎沒什麼加工品(🪧麻辣鍋會配老油條、鈣骨鍋則是炸豆皮)，反而是多了更多蔬菜來襯托湯頭的美味，省去跟服務生詢問火鍋料能不能換菜盤的步驟，很棒！﻿  #梅花豬鈣骨鍋 💰288﻿ (湯底：大骨、凍豆腐、蘿蔔)﻿ 鈣骨鍋很直接，頭裡就放著一整個大骨，可以吸骨髓的那種(爆炸浮誇)，乳白色的湯頭是用時間換來的，高湯精華非常順口，喝完完全不覺得口渴，個人建議大家煮肉前，直接先盛一碗品嚐看看。﻿  #海鮮麻辣鍋 💰338﻿ (湯底：豆腐、鴨血)﻿ 麻辣鍋採用十多種香料細火慢煮，辣度可以隨個人喜好調整，不過分偏激，反而是溫潤好入喉，鴨血、豆腐也超級入味，愛重口味的直接挑它🌶️﻿ 對了，密密一鍋除了常見的白飯、寬粉等主食，還有饅可以選擇，有點可愛，下次再來試試看，吸滿湯頭的饅頭感覺就很棒❤️﻿  #古早味紅茶 💰30﻿ 密密一鍋的套餐沒有附飲料，但我超級推薦古早味紅茶，也是闆娘力推的飲料之一。﻿甜度雖然不能調整，但對於喝無糖的我來說是可接受的，淡淡的茶香作為火鍋的收尾，很適合!﻿  下次到台南走走不妨可以安排一趟孔廟巡禮，再到密密一鍋感受老闆娘的用心喲，艾瑪推推！,Chinese,8 個月前,2022-01-04 23:35:31.693387,5.0,艾瑪的生活日記,0,0,https://www.google.com/maps/contrib/104671411424652593624/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChZDSUhNMG9nS0VJQ0FnSUNtLU9PaEhnEAE,建議搭配一杯飲料🥤，吃到後面有點膩口，但豬五花肉不是火鍋料的那種薄片，有厚度，也很新鮮，搭配推薦醬料（麻油+醋+蒜+香菜）不錯喔～,Chinese,2 週前,2022-01-04 23:35:31.693387,4.0,Mei Huang,0,0,https://www.google.com/maps/contrib/114069703741642480727/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSUNHZ2ZiTWl3RRAB,老油條？我跟店員說反應我點的是老油條，結果店員還去確認我確實點了一份老油條，問題是這就不是老油條阿……這只是一般油條，店員完全不懂我的意思，那就算了，傻眼，只好跟他說沒事了哦。 120元的廢片拼盤無法接受欸，看一下照片有幾塊，真心覺得貴。,Chinese,2 個月前,2022-01-04 23:35:31.694473,1.0,吳明圓,0,0,https://www.google.com/maps/contrib/117024063103252105689/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChZDSUhNMG9nS0VJQ0FnSUNHbV9hclpREAE,好吃 我個人比較愛吃鈣骨 同事非常愛他們家的麻辣,Chinese,1 個月前,2022-01-04 23:35:31.694473,5.0,1045,0,0,https://www.google.com/maps/contrib/100322026354204210924/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSURHbHV1OTNRRRAB,除了好吃的味道不用多說吃外，拍好拍滿,Chinese,1 個月前,2022-01-04 23:35:31.694473,5.0,Hank,0,0,https://www.google.com/maps/contrib/116087243698797232917/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSUNHMVkyQ2lBRRAB,11/4晚上去用餐，櫃檯男服務人員態度親切+親民😆用餐感到舒適～   食材好吃，壞境明亮乾淨，有機會一定會再去也會介紹朋友的啦！！！,Chinese,1 個月前,2022-01-04 23:35:31.694473,5.0,張晏萍,0,0,https://www.google.com/maps/contrib/114150189529163259742/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
密密一鍋,ChdDSUhNMG9nS0VJQ0FnSUNLdnByVTZRRRAB,之前剛開幕因朋友的關係來吃過​ 換了新裝潢後這次來吃還是一樣很滿意⸜❤︎⸝​ 裝潢後變得好舒適，空間明亮又大氣​ 店內就只有兩種湯頭「麻辣」跟「鈣骨」​ 非常好選擇也是大眾會愛的口味！​ ​ 麻辣鍋不會到很辣​ 大概只有微辣的程度而已​ 而且這湯頭超順口，我自己超喜歡的(๑˃̵ᴗ˂̵)و​ 鈣骨鍋則是有一隻大骨哦，非常真材實料！​ 而且湯頭濃郁大人小孩都會很愛​ 重點是他們菜盤沒有火鍋料​ 光這點對我來說就及格了⸜(*ˊᵕˋ*)⸝‬​ 我超討厭加工的火鍋料啦！​ 好吃之外價錢也是很可以​ 是我會一訪再訪的店了◡̈​  IG ： misameng _,Chinese,8 個月前,2022-01-04 23:35:31.694473,5.0,MENG,0,0,https://www.google.com/maps/contrib/102561415949068605439/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17626407725738455795
