place_name,id_review,caption,language_select,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source
咖啡部屋,ChdDSUhNMG9nS0VJQ0FnSURHeDlhSS13RRAB,餐點有一般水準，氣氛不錯！,Chinese,3 週前,2022-01-04 20:57:57.597397,4.0,劉彥青,0,0,https://www.google.com/maps/contrib/109528211626740429535/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChdDSUhNMG9nS0VJQ0FnSUN5bDVmYzlRRRAB,在這裡很適合上畫畫課喔！ 風景很好，草地上還有很多鴨子🦆跟龜妹妹🐢！ 很舒服的環境喔！,Chinese,10 個月前,2022-01-04 20:57:57.597397,5.0,Gladys Tsau,0,0,https://www.google.com/maps/contrib/117089367219419248405/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChdDSUhNMG9nS0VJQ0FnSURjNk1MUG5RRRAB,落實量體溫及乾洗手，中價位，環境佳,Chinese,1 年前,2022-01-04 20:57:57.603516,4.0,tcchenting Chen,0,0,https://www.google.com/maps/contrib/116925387877632184308/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChZDSUhNMG9nS0VJQ0FnSUNBb3ZMc2R3EAE,菜色豐富份量十足，價錢不貴，環境悠閒。,Chinese,4 年前,2022-01-04 20:57:57.603516,5.0,Mann Klee,0,0,https://www.google.com/maps/contrib/108851832010707243759/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChZDSUhNMG9nS0VJQ0FnSUNjc0xTdlh3EAE,餐飲CP值高。服務很好！環境很舒適！,Chinese,1 年前,2022-01-04 20:57:57.604535,5.0,옹데미,0,0,https://www.google.com/maps/contrib/115755092696224069709/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChdDSUhNMG9nS0VJQ0FnSUNRcXZqRzRnRRAB,東西好吃，價位合理，持東東卡更划算,Chinese,2 年前,2022-01-04 20:57:57.604948,4.0,Yiren Fang,0,0,https://www.google.com/maps/contrib/104744967820599571150/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChZDSUhNMG9nS0VJQ0FnSUNZeTdiZkZREAE,用餐環境和餐點還不錯，但本身還是習慣吃傳統小吃,Chinese,2 年前,2022-01-04 20:57:57.604948,4.0,陶德華,0,0,https://www.google.com/maps/contrib/113227279403875945000/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChdDSUhNMG9nS0VJQ0FnSUN5cU5QZG1BRRAB,昨天是計畫11點吃金大尉然後殺去騎士堡玩，但實在是太早到德安百貨，所有店都沒開，只好出來附近晃晃，然後意外發現這間咖啡廳。也是抱著一試的心態，結果東西意外好吃，鬆餅裡面包麻糬吃起來鬆軟又QQ的，牛奶棒味道香濃，阿華田味道香濃(卡路里也滿滿...@@)，不過唐揚雞套餐的雞肉炸過後外皮比較脆，小二的女兒覺得有點硬，我自己是覺得脆脆的剛好，整體來說CP直很高。~~昕玥翡翠/XINYUEJADE,Chinese,11 個月前,2022-01-04 20:57:57.604948,5.0,昕玥翡翠,0,0,https://www.google.com/maps/contrib/116786372999417333650/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChdDSUhNMG9nS0VJQ0FnSUNJbjVpSl9nRRAB,環境優美♥咖啡好喝鬆餅好,Chinese,3 年前,2022-01-04 20:57:57.605954,5.0,喬皮皮,0,0,https://www.google.com/maps/contrib/114923053347289518987/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
咖啡部屋,ChZDSUhNMG9nS0VJQ0FnSURJcExqT1NREAE,在文化中心內的輕食 麻糬鬆餅很好吃 冰滴很棒 我覺得很可以～～～～ 大推,Chinese,3 年前,2022-01-04 20:57:57.605954,4.0,林坤成,0,0,https://www.google.com/maps/contrib/109246582000506050502/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13334440783961994183
